X,Y
6.56512641906738E+00,2.00061511993408E+00
7.40183401107788E+00,1.01620435714722E+00
1.24263849258423E+01,5.79456424713135E+00
1.12630376815796E+01,4.20676326751709E+00
1.10765953063965E+01,1.55189764499664E+00
6.31847620010376E+00,8.21439385414124E-01
1.25445909500122E+01,4.48832368850708E+00
1.07115144729614E+01,2.9434232711792E+00
8.42496585845947E+00,2.39796376228333E+00
1.16869964599609E+01,4.79606437683105E+00
1.22373924255371E+01,3.33912563323975E+00
1.1225438117981E+01,3.56887316703796E+00
1.07002611160278E+01,5.1446475982666E+00
8.95459842681885E+00,8.55017960071564E-01
6.51226186752319E+00,7.61285364627838E-01
8.91670513153076E+00,1.18280720710754E+00
9.42191982269287E+00,3.50590252876282E+00
1.19232311248779E+01,4.79803991317749E+00
2.0624668598175E+00,6.17054080963135E+00
1.21652708053589E+01,5.62088537216187E+00
9.79287910461426E+00,3.72501444816589E+00
5.33872127532959E+00,1.52204394340515E+00
1.03568983078003E+01,3.12865161895752E+00
5.39733171463013E+00,1.42477285861969E+00
8.77700519561768E+00,1.59600079059601E+00
1.17544822692871E+01,4.4111499786377E+00
1.03379669189453E+01,9.43945050239563E-01
1.97506201267242E+00,5.31754159927368E+00
6.24591493606567E+00,1.83816516399384E+00
1.13447580337524E+01,4.04154634475708E+00
8.30944156646729E+00,2.01283740997314E+00
8.58446979522705E+00,2.76897954940796E+00
9.77736949920654E+00,1.96308588981628E+00
8.29775047302246E+00,2.51443296670914E-01
4.81724309921265E+00,1.45259189605713E+00
7.97776412963867E+00,1.04762279987335E+00
1.25953340530396E+01,4.97990369796753E+00
1.11441831588745E+01,3.93166065216064E+00
4.80354785919189E+00,8.37316751480103E-01
8.58414840698242E+00,1.80983579158783E+00
1.18398685455322E+01,6.03189849853516E+00
5.70094633102417E+00,1.79874390363693E-01
5.14077520370483E+00,1.66512441635132E+00
1.19064426422119E+01,4.78942584991455E+00
1.13742561340332E+01,4.75654220581055E+00
1.13903799057007E+01,3.24419975280762E+00
1.13321285247803E+01,4.50263690948486E+00
4.17258596420288E+00,8.93442869186401E-01
1.28632898330688E+01,5.64093732833862E+00
9.53160285949707E+00,2.45110654830933E+00
1.16407232284546E+01,4.87728261947632E+00
9.84803867340088E+00,2.70772647857666E+00
1.09507217407227E+01,2.7596869468689E+00
3.29280924797058E+00,1.9741222858429E+00
6.24436569213867E+00,1.14069068431854E+00
1.02541074752808E+01,3.34205007553101E+00
9.45154857635498E+00,3.8731095790863E+00
6.29888868331909E+00,9.09139737486839E-02
1.19079570770264E+01,4.88446378707886E+00
1.88927280902863E+00,1.65633392333984E+00
6.46090793609619E+00,1.6040500998497E-01
2.88998651504517E+00,2.0933051109314E+00
9.48014640808105E+00,1.16714584827423E+00
1.10535793304443E+01,3.61919665336609E+00
2.12964820861816E+00,3.43081498146057E+00
9.16385746002197E+00,1.61330604553223E+00
1.0924859046936E+01,3.53739643096924E+00
9.78015232086182E+00,7.78466701507568E-01
7.24385690689087E+00,1.13828337192535E+00
5.49526023864746E+00,3.81146460771561E-01
7.31983232498169E+00,7.98727571964264E-02
1.18060531616211E+01,3.39451766014099E+00
9.53583526611328E+00,4.43347835540771E+00
9.77945423126221E+00,2.66797280311584E+00
7.45684194564819E+00,2.4106764793396E+00
1.09501218795776E+01,3.97934031486511E+00
9.64539051055908E+00,1.82189321517944E+00
7.86941909790039E+00,3.12426924705505E+00
1.09649000167847E+01,4.19260883331299E+00
9.06312656402588E+00,9.82468068599701E-01
6.54996490478516E+00,1.75017511844635E+00
3.83752012252808E+00,1.2018278837204E+00
8.92539310455322E+00,1.64442527294159E+00
8.8253927230835E+00,2.24456334114075E+00
3.94517683982849E+00,5.67002534866333E-01
1.02010402679443E+01,2.61232662200928E+00
9.70114231109619E+00,1.92132842540741E+00
1.07314758300781E+01,2.8324294090271E+00
8.41092109680176E+00,8.91130864620209E-01
8.85360336303711E+00,1.45853674411774E+00
1.17858753204346E+01,6.41786766052246E+00
1.14601755142212E+01,4.37383937835693E+00
4.14988088607788E+00,7.24673390388489E-01
1.18112859725952E+01,3.85468506813049E+00
1.59723019599915E+00,4.97089958190918E+00
1.25246238708496E+01,5.29904174804688E+00
9.76983737945557E+00,1.89114034175873E+00
8.24474048614502E+00,1.63056981563568E+00
8.32819175720215E+00,1.87402486801147E+00
1.01748294830322E+01,1.84941363334656E+00
9.52643203735352E+00,3.74186563491821E+00
1.2566593170166E+01,4.3282151222229E+00
8.24966049194336E+00,1.30351197719574E+00
1.07923593521118E+01,3.35555839538574E+00
1.12785358428955E+01,4.66058683395386E+00
1.28480072021484E+01,5.98286008834839E+00
1.15536508560181E+01,4.13837337493896E+00
1.31004500389099E+00,2.64217209815979E+00
9.56332874298096E+00,2.68384027481079E+00
9.30875778198242E+00,4.2093448638916E+00
1.11209955215454E+01,4.39255142211914E+00
3.73608231544495E+00,2.06083011627197E+00
1.1991702079773E+01,3.08663892745972E+00
1.22012271881104E+01,4.77263355255127E+00
6.66280269622803E+00,1.83879351615906E+00
8.66270637512207E+00,2.3303656578064E+00
1.27321290969849E+01,5.74044895172119E+00
8.63292598724365E+00,1.07765007019043E+00
1.13904466629028E+01,5.49296045303345E+00
5.67242002487183E+00,2.30682635307312E+00
1.18446474075317E+01,6.32096338272095E+00
1.22948961257935E+01,6.42395210266113E+00
3.56250786781311E+00,6.45869553089142E-01
9.88197708129883E+00,7.89715349674225E-01
1.04516801834106E+01,4.185866355896E+00
9.6695728302002E+00,2.6093065738678E+00
1.2874077796936E+01,5.37552070617676E+00
1.05270576477051E+01,2.17069673538208E+00
1.04663286209106E+01,2.23800683021545E+00
9.15694808959961E+00,6.08371734619141E-01
1.14231109619141E+01,4.40756273269653E+00
8.29043769836426E+00,2.42090344429016E+00
2.09255385398865E+00,1.84038984775543E+00
1.00960464477539E+01,1.09293496608734E+00
8.5575532913208E+00,3.09734606742859E+00
1.00748195648193E+01,4.41092920303345E+00
7.22132349014282E+00,1.66621848940849E-01
7.6723165512085E+00,2.97459292411804E+00
4.503990650177E+00,9.58462238311768E-01
8.9498233795166E+00,2.62392902374268E+00
1.10713224411011E+01,4.31541061401367E+00
5.7296929359436E+00,8.61696541309357E-01
1.16348447799683E+01,3.19850420951843E+00
6.96799802780151E+00,7.40163624286652E-01
1.05716371536255E+01,1.40715086460114E+00
9.42922401428223E+00,2.93578147888184E+00
1.12045192718506E+01,4.82542037963867E+00
9.83749008178711E+00,4.45890712738037E+00
7.65945100784302E+00,2.45064690709114E-01
1.00064992904663E+01,8.87748062610626E-01
1.12595176696777E+01,5.28203916549683E+00
8.45527935028076E+00,1.12316989898682E+00
1.10419301986694E+01,5.54938793182373E+00
8.92332458496094E+00,1.03222441673279E+00
8.47328853607178E+00,3.07152247428894E+00
1.25060577392578E+01,6.19321966171265E+00
8.5438117980957E+00,1.44560873508453E+00
1.22710552215576E+01,3.89575791358948E+00
7.98868656158447E+00,1.57226419448853E+00
9.38641738891602E+00,1.68616330623627E+00
4.42345905303955E+00,3.6509981751442E-01
1.07384233474731E+01,1.29693961143494E+00
1.12187843322754E+01,4.42297840118408E+00
9.53356552124023E+00,2.3603208065033E+00
1.17951736450195E+01,3.33860754966736E+00
6.59688091278076E+00,3.28392945230007E-02
9.60207271575928E+00,3.59638428688049E+00
9.0207405090332E+00,1.99428164958954E+00
8.62107944488525E+00,2.4422447681427E+00
1.25952262878418E+01,6.15886688232422E+00
8.56740474700928E+00,2.35092544555664E+00
9.93636322021484E+00,2.67105937004089E+00
5.30972719192505E+00,2.65319142490625E-02
1.08197650909424E+01,4.98658657073975E+00
6.92045068740845E+00,2.6001672744751E+00
1.08492212295532E+01,3.68135118484497E+00
1.10568923950195E+01,5.14327383041382E+00
1.10704698562622E+01,4.278076171875E+00
7.76984071731567E+00,2.69036674499512E+00
4.1173677444458E+00,1.58961224555969E+00
1.04619855880737E+01,2.41276478767395E+00
1.17426424026489E+01,4.09510374069214E+00
1.12191095352173E+01,5.20729637145996E+00
7.03606748580933E+00,2.25725555419922E+00
8.70080184936523E+00,3.3317186832428E+00
1.02713603973389E+01,3.46765661239624E+00
6.94421672821045E+00,4.32741194963455E-02
9.63752365112305E+00,1.22686469554901E+00
7.17022466659546E+00,2.18229508399963E+00
9.48989009857178E+00,2.33540797233582E+00
9.8055477142334E+00,2.07958960533142E+00
1.27178087234497E+01,5.08609390258789E+00
6.50847721099854E+00,1.45407807826996E+00
1.10340270996094E+01,2.25481629371643E+00
9.81295680999756E+00,2.55886936187744E+00
9.29977321624756E+00,4.33535718917847E+00
1.01923608779907E+01,1.57220220565796E+00
1.24922876358032E+01,4.48470163345337E+00
8.29864978790283E+00,8.06914567947388E-01
7.18707990646362E+00,1.16731548309326E+00
8.02053928375244E+00,7.70123720169067E-01
8.95193004608154E+00,1.29780662059784E+00
1.09467735290527E+01,2.9582245349884E+00
5.6550612449646E+00,2.14223766326904E+00
1.1037712097168E+01,4.03377151489258E+00
9.11228084564209E+00,1.70919871330261E+00
8.37689590454102E+00,1.73033237457275E+00
1.07578754425049E+01,5.10021638870239E+00
7.99658250808716E+00,2.23863053321838E+00
8.50372791290283E+00,2.81139063835144E+00
-1.37917590141296E+00,3.72264933586121E+00
5.66042470932007E+00,-4.48487773537636E-02
1.06345691680908E+01,1.25708138942719E+00
-2.19125437736511E+00,1.62552189826965E+00
1.23089971542358E+01,5.0529899597168E+00
9.66328525543213E+00,2.93029475212097E+00
1.18328056335449E+01,5.40084600448608E+00
1.2163688659668E+01,4.14877891540527E+00
4.83202028274536E+00,5.28639376163483E-01
4.38889360427856E+00,1.01277220249176E+00
9.60830307006836E+00,2.41908931732178E+00
8.46897411346436E+00,3.0305163860321E+00
1.1814944267273E+01,3.26672005653381E+00
1.09191360473633E+01,5.21145057678223E+00
5.55312299728394E+00,2.21197009086609E+00
1.13379030227661E+01,4.20551490783691E+00
7.84358835220337E+00,5.64850151538849E-01
7.02212810516357E+00,1.44123804569244E+00
4.55096340179443E+00,1.19478154182434E+00
9.8155632019043E+00,1.39756035804749E+00
1.04085998535156E+01,2.58417057991028E+00
9.56189060211182E+00,1.9525533914566E+00
7.10460424423218E+00,3.59384536743164E-01
9.76648044586182E+00,2.17037582397461E+00
7.42765045166016E+00,2.62272834777832E+00
1.0423638343811E+01,3.29711532592773E+00
1.15991096496582E+01,4.54219436645508E+00
5.13215446472168E+00,2.04047226905823E+00
3.39050793647766E+00,1.3215411901474E+00
7.31031513214111E+00,3.57216358184814E-01
7.96951770782471E+00,2.34697771072388E+00
1.2127067565918E+01,3.2487325668335E+00
7.35043048858643E+00,1.19417834281921E+00
1.1694712638855E+01,2.36485862731934E+00
9.52801418304443E+00,1.64084875583649E+00
1.27194118499756E+01,4.67529106140137E+00
7.14483022689819E+00,2.58563923835754E+00
1.01433382034302E+01,1.0029102563858E+00
2.35246014595032E+00,3.02917194366455E+00
1.18720664978027E+01,6.15428733825684E+00
7.71021795272827E+00,2.75460433959961E+00
5.90424108505249E+00,1.24826633930206E+00
1.14880485534668E+01,4.8019642829895E+00
1.08205623626709E+01,1.48562777042389E+00
8.43803215026855E+00,1.65261459350586E+00
1.04186954498291E+01,4.0009388923645E+00
1.15743207931519E+01,4.44739723205566E+00
8.63733863830566E+00,2.75501441955566E+00
1.17551546096802E+01,4.55193281173706E+00
9.51198291778564E+00,9.1042560338974E-01
2.1016857624054E+00,1.56823062896729E+00
1.06996870040894E+01,5.33923721313477E+00
6.6715145111084E+00,1.91522645950317E+00
5.61345148086548E+00,7.90352284908295E-01
1.26333560943604E+01,4.9583477973938E+00
9.32558536529541E+00,3.99748659133911E+00
1.19778451919556E+01,5.08703279495239E+00
1.20979518890381E+01,5.6760983467102E+00
1.0727105140686E+01,5.11193180084229E+00
9.85913276672363E+00,3.46860694885254E+00
4.77135992050171E+00,6.6467672586441E-01
4.5285005569458E+00,1.34821736812592E+00
9.32482433319092E+00,2.11063718795776E+00
1.18279094696045E+01,5.11463212966919E+00
1.2960916519165E+01,5.98542261123657E+00
1.4825679063797E+00,1.71094918251038E+00
8.27880382537842E+00,3.23456287384033E+00
1.11258563995361E+01,4.8654260635376E+00
9.5402660369873E+00,2.7609133720398E+00
1.23271265029907E+01,3.06679892539978E+00
6.6832070350647E+00,7.90741562843323E-01
1.09472513198853E+01,4.20510721206665E+00
9.58316040039063E+00,3.16840577125549E+00
9.38356685638428E+00,2.42461776733398E+00
8.61355590820313E+00,6.74671113491058E-01
1.02451858520508E+01,3.16182374954224E+00
1.09681348800659E+01,1.82091104984283E+00
5.20823812484741E+00,1.48136794567108E+00
1.01116409301758E+01,3.66204762458801E+00
9.97097492218018E+00,1.05045390129089E+00
1.10454378128052E+01,5.07708549499512E+00
9.29542350769043E+00,2.40279722213745E+00
1.13693971633911E+01,5.37069988250732E+00
5.55019426345825E+00,7.36944675445557E-01
1.12850637435913E+01,2.02715635299683E+00
8.04320526123047E+00,3.56076583266258E-02
1.07229042053223E+01,3.96662592887878E+00
1.21006240844727E+01,2.74274849891663E+00
7.57093954086304E+00,5.18146932125092E-01
9.2859697341919E+00,2.09719777107239E+00
9.81876850128174E+00,3.58383131027222E+00
9.11804485321045E+00,2.80942106246948E+00
1.22621002197266E+01,5.13812255859375E+00
7.88671779632568E+00,4.23479706048965E-01
9.869384765625E+00,2.78429484367371E+00
1.06835241317749E+01,5.34704923629761E+00
1.15956258773804E+01,4.02343320846558E+00
1.19372549057007E+01,5.64031648635864E+00
4.76390027999878E+00,6.50678217411041E-01
8.56722259521484E+00,1.02767562866211E+00
1.01939210891724E+01,1.5177663564682E+00
1.20193929672241E+01,6.31005716323853E+00
1.04886465072632E+01,3.34757804870605E+00
9.91342163085938E+00,1.67984771728516E+00
6.07011938095093E+00,2.35831737518311E+00
8.37594795227051E+00,2.21285605430603E+00
8.9887580871582E+00,8.19577574729919E-01
1.75673770904541E+00,2.42362713813782E+00
7.99728775024414E+00,3.27414011955261E+00
5.84649705886841E+00,2.19770646095276E+00
1.25291891098022E+01,3.83664441108704E+00
7.80256843566895E+00,1.12550914287567E+00
1.02071933746338E+01,4.53490686416626E+00
7.20414876937866E+00,2.19504117965698E+00
1.12557010650635E+01,4.79383897781372E+00
1.27881164550781E+01,5.71917581558228E+00
5.49814462661743E+00,1.83192503452301E+00
1.17704877853394E+01,5.701340675354E+00
8.25258255004883E+00,1.60585510730743E+00
8.04624938964844E+00,2.49912929534912E+00
1.20345318317413E+00,2.02643942832947E+00
9.59326839447021E+00,2.08522272109985E+00
1.05866680145264E+01,4.19256353378296E+00
1.17271022796631E+01,3.2484815120697E+00
1.17938966751099E+01,6.01890420913696E+00
7.82841014862061E+00,5.899857878685E-01
4.59839630126953E+00,1.59881401062012E+00
1.12052431106567E+01,5.63062191009521E+00
8.63148403167725E+00,1.7789431810379E+00
9.20054817199707E+00,1.68945419788361E+00
9.55867671966553E+00,2.64173483848572E+00
1.18089065551758E+01,3.04003596305847E+00
1.12629098892212E+01,3.40172171592712E+00
4.19298839569092E+00,9.52195167541504E-01
1.00761728286743E+01,4.91376972198486E+00
9.03354740142822E+00,1.92979764938354E+00
8.75156784057617E+00,2.52787971496582E+00
9.36316776275635E+00,2.75536108016968E+00
1.14027919769287E+01,5.50546264648438E+00
8.01694869995117E+00,1.91689491271973E+00
1.23181238174438E+01,4.69846963882446E+00
4.66382217407227E+00,8.69215428829193E-01
1.25388040542603E+01,4.48782777786255E+00
1.23117361068726E+01,5.97876739501953E+00
1.26836967468262E+01,5.13406276702881E+00
1.05532388687134E+01,3.91448378562927E+00
6.41609954833984E+00,6.67556762695313E-01
3.71431875228882E+00,1.10762238502502E+00
5.8663854598999E+00,1.28274524211884E+00
1.17922668457031E+01,4.99696779251099E+00
1.21214056015015E+01,3.14585614204407E+00
7.89323282241821E+00,2.16300654411316E+00
1.08585319519043E+01,4.57510042190552E+00
7.88471078872681E+00,1.28617990016937E+00
1.14576988220215E+01,4.13817262649536E+00
4.04439687728882E-01,2.79825639724731E+00
7.6236424446106E+00,1.40375149250031E+00
1.16215000152588E+01,4.3688530921936E+00
1.26708726882935E+01,6.4367847442627E+00
7.96127128601074E+00,1.17894446849823E+00
1.09537906646729E+01,3.72931265830994E+00
1.10219440460205E+01,1.47999131679535E+00
9.75777530670166E+00,2.83976197242737E+00
8.09334754943848E+00,3.36534261703491E+00
8.4630024433136E-01,1.42918384075165E+00
6.68225860595703E+00,1.79116976261139E+00
8.45874118804932E+00,1.27835869789124E+00
1.18614902496338E+01,6.36526203155518E+00
1.02349376678467E+01,4.48811721801758E+00
7.74432754516602E+00,1.87348592281342E+00
1.0931658744812E+01,4.58106088638306E+00
7.17232418060303E+00,2.45961713790894E+00
5.12975645065308E+00,7.05805420875549E-01
1.07452611923218E+01,2.92685484886169E+00
9.63240432739258E+00,2.31544637680054E+00
1.20126943588257E+01,4.00161409378052E+00
9.80112934112549E+00,2.6064248085022E+00
1.2355263710022E+01,5.40489435195923E+00
1.27847518920898E+01,6.27848196029663E+00
9.01154518127441E+00,5.34923255443573E-01
1.0845832824707E+01,5.33513975143433E+00
1.18181848526001E+01,2.69114685058594E+00
1.08931713104248E+01,2.94152164459229E+00
1.19796190261841E+01,4.96609687805176E+00
1.18083953857422E+01,4.89056825637817E+00
1.12197170257568E+01,4.26278734207153E+00
9.21156406402588E+00,4.21873664855957E+00
1.03870897293091E+01,4.1625714302063E+00
-9.31229054927826E-01,2.39690971374512E+00
1.19922666549683E+01,4.58782339096069E+00
1.17218217849731E+01,4.8470139503479E+00
1.02054948806763E+01,4.39793634414673E+00
9.64038944244385E+00,4.50693893432617E+00
1.10223588943481E+01,4.45019912719727E+00
1.13948736190796E+01,3.86861777305603E+00
1.10315504074097E+01,3.15956020355225E+00
2.17607069015503E+00,2.70029592514038E+00
8.9651575088501E+00,2.88804316520691E+00
7.98330640792847E+00,2.94864869117737E+00
9.92811870574951E+00,1.11144495010376E+00
7.3207516670227E+00,5.935138463974E-02
1.1892915725708E+01,2.61595678329468E+00
3.72498607635498E+00,6.21144413948059E-01
1.28103151321411E+01,6.47466468811035E+00
1.09199419021606E+01,4.16255235671997E+00
9.19657039642334E+00,4.20232915878296E+00
6.23923826217651E+00,1.16093766689301E+00
1.10656652450562E+01,4.51249504089355E+00
1.09935169219971E+01,5.00972509384155E+00
-6.78609237074852E-02,3.29673886299133E+00
1.16231336593628E+01,4.79823923110962E+00
8.44840335845947E+00,2.35168170928955E+00
1.09675426483154E+01,3.47362375259399E+00
8.94828414916992E+00,1.79220306873322E+00
1.13426208496094E+01,3.92609047889709E+00
1.14257802963257E+01,4.55795431137085E+00
9.51700592041016E+00,8.79994213581085E-01
7.5047869682312E+00,1.4015417098999E+00
1.26464614868164E+01,6.43893146514893E+00
5.47806596755981E+00,1.07622241973877E+00
1.12337684631348E+01,3.41321301460266E+00
9.73355579376221E+00,4.65620279312134E+00
1.06626720428467E+01,1.84593963623047E+00
7.94587659835815E+00,1.17802858352661E+00
9.96850395202637E+00,1.23323225975037E+00
9.33322715759277E+00,3.64519262313843E+00
7.40091133117676E+00,1.21241442859173E-01
6.93555736541748E+00,4.05832260847092E-01
1.05710258483887E+01,3.30906462669373E+00
1.0426833152771E+01,3.53626918792725E+00
1.2618143081665E+01,6.11904382705688E+00
1.05344858169556E+01,4.79984760284424E+00
1.13051624298096E+01,5.13961601257324E+00
1.0599250793457E+01,2.93341517448425E+00
5.89166927337646E+00,1.3663182258606E+00
6.80685997009277E+00,1.62314796447754E+00
8.25290489196777E+00,1.76399871706963E-01
8.98968696594238E+00,2.50286269187927E+00
1.10104331970215E+01,4.26125574111938E+00
5.73696994781494E+00,4.487244784832E-01
4.15976619720459E+00,5.4802542924881E-01
1.09310874938965E+01,4.34351062774658E+00
8.79698085784912E+00,2.45827507972717E+00
6.24534702301025E+00,1.82794332504272E+00
7.4963321685791E+00,1.0282074213028E+00
5.28823184967041E+00,6.59644842147827E-01
9.00507926940918E+00,2.99725937843323E+00
1.14810552597046E+01,2.45575928688049E+00
1.11908102035522E+01,5.3574481010437E+00
1.16622009277344E+01,2.3027651309967E+00
5.45713043212891E+00,5.59593915939331E-01
3.42587518692017E+00,1.70550346374512E+00
1.15150279998779E+01,5.5428638458252E+00
5.79331254959106E+00,1.17689645290375E+00
8.08390140533447E+00,8.41987729072571E-01
9.36896324157715E+00,6.4805144071579E-01
1.16271686553955E+01,3.52954578399658E+00
9.74080848693848E+00,1.53578341007233E+00
5.18491458892822E+00,1.43542444705963E+00
9.02467823028564E+00,2.91056251525879E+00
7.74938249588013E+00,3.03473925590515E+00
1.22737560272217E+01,4.74281787872314E+00
1.24147882461548E+01,5.97143459320068E+00
1.02372617721558E+01,3.18059372901917E+00
6.88965368270874E+00,2.26463603973389E+00
1.10371675491333E+01,5.73837852478027E+00
9.32964038848877E+00,6.29493117332458E-01
1.1667670249939E+01,5.83175325393677E+00
1.1484076499939E+01,3.70276308059692E+00
1.10017108917236E+01,3.65559029579163E+00
7.71013641357422E+00,2.39454197883606E+00
8.49777126312256E+00,1.0769464969635E+00
1.08675441741943E+01,2.56808853149414E+00
1.15831708908081E+01,2.30214476585388E+00
9.41191291809082E+00,6.07377886772156E-01
9.50414562225342E+00,1.66047406196594E+00
1.07844829559326E+01,1.39396727085114E+00
1.14517669677734E+01,5.62982034683228E+00
1.05451745986938E+01,4.38719081878662E+00
1.04523687362671E+01,1.23488402366638E+00
1.25149869918823E+01,6.132737159729E+00
5.06051921844482E+00,1.13854622840881E+00
1.07992868423462E+01,4.07517290115356E+00
1.20185213088989E+01,5.4867434501648E+00
1.21076221466064E+01,5.1898250579834E+00
1.21977481842041E+01,3.33710622787476E+00
7.84302759170532E+00,1.35417020320892E+00
1.13053512573242E+01,1.76254332065582E+00
1.01351022720337E+01,3.14907479286194E+00
9.43542957305908E+00,3.37896585464478E+00
1.10651712417603E+01,4.68463087081909E+00
1.02795009613037E+01,3.65109515190125E+00
8.50600719451904E+00,1.07851779460907E+00
1.23653154373169E+01,3.62400531768799E+00
1.25618815422058E+00,1.62259376049042E+00
9.08577728271484E+00,1.36473214626312E+00
1.08153381347656E+01,3.7280604839325E+00
9.78028869628906E+00,4.41381311416626E+00
4.78253126144409E+00,1.37595331668854E+00
5.18984460830688E+00,9.65709686279297E-01
8.95329856872559E+00,1.26130986213684E+00
6.91860246658325E+00,4.80606377124786E-01
1.17635517120361E+01,5.83338069915771E+00
8.5233736038208E+00,1.49806106090546E+00
1.14878873825073E+01,4.92148113250732E+00
9.56628036499023E+00,2.83741617202759E+00
1.10915193557739E+01,3.07212209701538E+00
7.30926036834717E+00,2.50847601890564E+00
1.11243524551392E+01,4.77713775634766E+00
1.07667894363403E+01,3.22584199905396E+00
7.72152328491211E+00,1.92184829711914E+00
9.7550802230835E+00,2.31952381134033E+00
7.97592544555664E+00,6.33630156517029E-01
1.10657062530518E+01,3.50680708885193E+00
1.19736671447754E+01,4.64930057525635E+00
5.4597897529602E+00,1.05931811034679E-01
1.06070203781128E+01,3.16789436340332E+00
1.00653848648071E+01,3.14143967628479E+00
5.43788528442383E+00,1.07329642772675E+00
1.13561782836914E+01,5.5326247215271E+00
1.22636280059814E+01,5.17577505111694E+00
5.7178430557251E+00,2.35693722963333E-01
1.0570255279541E+01,3.41645383834839E+00
8.42440223693848E+00,1.99166393280029E+00
1.05861291885376E+01,1.12266004085541E+00
8.97595310211182E+00,1.84121382236481E+00
8.02470397949219E+00,7.5174480676651E-01
7.33951377868652E+00,2.78039693832397E+00
1.1395525932312E+01,4.35050821304321E+00
8.08402824401855E+00,2.20351505279541E+00
5.47991800308228E+00,7.04663991928101E-01
1.09828872680664E+01,4.30129528045654E+00
7.61140441894531E+00,1.97251260280609E+00
1.0821949005127E+01,3.45754790306091E+00
9.7044620513916E+00,1.61329424381256E+00
7.36902284622192E+00,2.40420794487E+00
1.07296667098999E+01,3.95216631889343E+00
1.04444513320923E+01,4.06590747833252E+00
7.7150707244873E+00,1.11078906059265E+00
1.02380609512329E+01,2.82842993736267E+00
1.20560722351074E+01,5.03817081451416E+00
7.50937032699585E+00,7.63359725475311E-01
7.80649471282959E+00,1.42635226249695E+00
1.22366075515747E+01,6.01719856262207E+00
6.50498199462891E+00,1.60523235797882E+00
4.37643432617188E+00,1.08634853363037E+00
9.43988037109375E+00,3.5984308719635E+00
1.05655889511108E+01,4.27059412002563E+00
1.19394454956055E+01,5.6633472442627E+00
9.60304832458496E+00,1.65605938434601E+00
4.72267419099808E-01,2.17453265190125E+00
9.21408176422119E+00,1.65083611011505E+00
1.19089584350586E+01,5.34974193572998E+00
8.9941873550415E+00,2.82081151008606E+00
1.2226016998291E+01,3.45651173591614E+00
1.05748462677002E+01,2.78837466239929E+00
8.73040294647217E+00,3.96027064323425E+00
5.96899318695068E+00,1.84268069267273E+00
1.2422758102417E+01,5.23007869720459E+00
5.94274759292603E+00,8.42207312583923E-01
1.09341154098511E+01,2.90602326393127E+00
8.42407131195068E+00,1.18210124969482E+00
8.94284439086914E+00,3.2461986541748E+00
1.04013118743896E+01,4.36277484893799E+00
9.9616527557373E+00,2.83841705322266E+00
7.85915184020996E+00,3.2651035785675E+00
1.06424951553345E+01,3.60436391830444E+00
7.74145030975342E+00,1.09727334976196E+00
-1.54805815219879E+00,1.9313029050827E+00
1.21865491867065E+01,5.67427158355713E+00
6.55474948883057E+00,1.30671775341034E+00
6.9302453994751E+00,1.79056978225708E+00
7.06386804580688E+00,1.28494942188263E+00
1.16517934799194E+01,5.05596685409546E+00
5.65844964981079E+00,1.71360766887665E+00
1.26445331573486E+01,6.09692478179932E+00
1.18805160522461E+01,2.82360124588013E+00
1.11442356109619E+01,2.12799477577209E+00
8.41766548156738E+00,2.74620795249939E+00
9.72126197814941E+00,3.65882849693298E+00
5.14835214614868E+00,2.62196868658066E-01
1.0154483795166E+01,4.81308364868164E+00
7.00550746917725E+00,4.86244112253189E-01
1.15834007263184E+01,3.99839019775391E+00
1.06676998138428E+01,4.33680105209351E+00
7.34328126907349E+00,1.85395407676697E+00
1.1471363067627E+01,5.75001335144043E+00
8.93787002563477E+00,9.01567041873932E-01
1.22600440979004E+01,4.38206577301025E+00
9.98582363128662E+00,2.28533387184143E+00
8.58169078826904E+00,2.43500375747681E+00
7.2454891204834E+00,1.93856608867645E+00
7.50728368759155E+00,1.69827485084534E+00
1.00428171157837E+01,2.67107367515564E+00
1.16947021484375E+01,3.00733113288879E+00
1.03143692016602E+01,1.89323663711548E+00
1.1440037727356E+01,5.23899078369141E+00
9.28278636932373E+00,2.04794549942017E+00
1.26323328018188E+01,4.09557819366455E+00
9.83129501342773E+00,2.48032522201538E+00
7.57140922546387E+00,1.39813637733459E+00
1.14114198684692E+01,3.86752557754517E+00
1.13045606613159E+01,3.3160240650177E+00
8.31249523162842E+00,3.62754559516907E+00
4.47450542449951E+00,5.2955287694931E-01
8.0491247177124E+00,1.31031012535095E+00
8.66025066375732E+00,3.5988575220108E-01
1.03532829284668E+01,4.14627170562744E+00
1.00169038772583E+01,9.92394983768463E-01
1.22372331619263E+01,5.51959800720215E+00
9.87890720367432E+00,2.9970965385437E+00
6.54958772659302E+00,1.31578731536865E+00
8.49011421203613E+00,2.15953373908997E+00
1.11982288360596E+01,1.92773640155792E+00
1.26630706787109E+01,6.38767719268799E+00
1.03606147766113E+01,1.15638995170593E+00
9.1979169845581E+00,1.42466402053833E+00
4.97444915771484E+00,3.3214682340622E-01
1.04769496917725E+01,4.31254386901855E+00
1.27680435180664E+01,4.63845634460449E+00
6.61641502380371E+00,2.15314224362373E-01
6.86500072479248E+00,2.19371056556702E+00
7.5567364692688E+00,2.17447257041931E+00
8.97813510894775E+00,2.34223318099976E+00
1.28198223114014E+01,4.85363006591797E+00
1.01278162002563E+01,2.76496338844299E+00
